	Sentence	Unsupervised Metric	Classification	Gold Standard
492	He bit his bottom lip in consternation .	0.22201420738519598	True	True
493	Whitlock bit his lip pensively then looked across at Kolchinsky .	0.2019319171341578	True	True
494	Alyssia bit her lip until she felt a trickle of blood on her mouth .	0.2359791477271544	True	True
495	Claudia bit her lip had .	0.23229191178575834	True	True
496	Roman said almost casually and Claudia was astonished to see her twin bite her lip and lower her eyes .	0.19023164084497213	True	True
497	‘ Maybe not , ’ Maggie murmured worriedly , biting into her lip again as he continued to look down at her .	0.08356110377901756	True	True
498	There was nothing at all in his touch but kindness and efficiency but she had to bite into her lip to stifle the urge to stroke the dark head that bent close to her and his hands on her skin sent melting sensations through her that utterly drowned out any slight pain from the sharp stones .	0.1831753982566732	True	False
499	When she glanced at him , the hard mouth had actually softened to a smile but he was smiling to himself , thinking his own private thoughts , and Maggie bit into her soft lip , doing some rapid thinking of her own .	0.17555080531776712	True	True
500	Barbara , a political wife to the end , managed to bite her lip .	0.18815060502253717	True	True
501	Sally-Anne — she would not be McAllister again until she reached Vetch Street — bit her lip .	0.04436818691859003	True	True
502	She felt faint now , but for a very different reason , and she bit down hard on her lip .	0.22241723062899502	True	True
503	He still sounded cross and Jenna bit her lip , looking up at him worriedly .	0.17425071755445296	True	True
504	and he will be in the stands for five matches , including the London derbies with Chelsea and Crystal Palace.Kinnear , guilty of swearing at officials three times in nine months , said : ‘ I must learn to bite my lip .	0.047255818183088744	True	True
505	She stopped and bit her lip anxiously .	0.21659645741655198	True	True
506	She bit her lip .	0.25088460523829054	True	True
507	Angalo bit his lip while he worked this out .	0.19839553186578612	True	True
508	Jenna bit into her lip and looked away .	0.21594924954268244	True	True
509	Constance bit her lip .	0.22768015115757784	True	True
510	She bit her bottom lip .	0.2778841608812683	True	True
511	Biting her lips , she turned away , pretending to busy herself with one of the other costumes .	0.20733683870405156	True	False
512	Not that he seemed to mind in the slightest , she acknowledged wryly , forced to bite her lips in silence every time the actress materialised apparently from nowhere to spirit Dane away .	0.13893292955173306	True	True
513	Then looking back at Mick who was grinning at him , he bit on his lip and moved his head slightly as if to say , ‘ How am I to take her ? ’	0.06897799808045309	True	True
514	He bit on his lip ; he had n't meant to say that .	0.16432938041950165	True	True
515	She was biting on her lip now as if regretting her words ; then she added , ‘ It is n't every woman that can bear a child , and she does n't look a child-bearer to me .	0.07806853567323953	True	True
516	She bit her lip , hating the shrewish sound of her own voice .	0.16579055610639382	True	True
517	Jenna bit her lip in vexation .	0.19374178577845155	True	True
518	With a boat neck it had short sleeves , and Kate bit her lip as she realised it was going to have a pretty powerful impact .	0.16507792010055963	True	False
519	She bit her lip in indecision before once more walking purposefully towards one of the lifts .	0.15627391434598512	True	True
520	Kate left the sentence unfinished as she bit her lip .	0.20018814612368335	True	True
521	‘ Rose ! ’ broke from Theda desperately , and then she bit her lip , trying for some self-command .	0.04436818691859003	True	True
522	Dinah bit her lips , to keep from screaming .	0.185725672180153	True	True
523	Biting his lip anxiously , Ramsay prepared to hurry down to alert his men .	0.21821610509437528	True	True
524	She bit her lip .	0.25088460523829054	True	True
525	She hesitated , biting her lip .	0.23186950714690788	True	True
526	Theda bit her lip .	0.2772225488510641	True	True
527	Theda relaxed a little , still biting her lip , however , her anxiety unquenched .	0.1638818969057916	True	True
528	Theda bit her lip .	0.2772225488510641	True	True
529	Theda bit her lip .	0.2772225488510641	True	True
530	Theda bit her lip .	0.2772225488510641	True	True
531	Mrs Macpherson bit her blue lips with her artificial teeth and looked down her beaky nose at the bland , well-powdered face beside her .	0.2074812094806963	True	True
532	Anne bit her lip and looked unsure .	0.19159626370959765	True	True
533	Robyn bit her lip .	0.246769282407488	True	False
534	Robyn bit her lip .	0.246769282407488	True	False
535	Robyn bit her lip , hesitating .	0.21083457519317347	True	True
536	She bit her lip and considered , consulting her trusty road atlas .	0.17046915561520662	True	True
537	Robyn bit worriedly at her lip .	0.2909605332262176	True	True
538	Robyn bit her lip and half considered throwing the whole lot over him .	0.19702035563174494	True	True
539	Robyn bit her lip and then looked down at her hands .	0.20213636234373	True	False
540	She felt the sting of treacherous tears , her enemy in these past few months , lurking , waiting to consume her , and she hastily took another mouthful from the bottle , biting her lips , slightly numb from cold and champagne , to stop the tears spilling down her cheeks and overwhelming her completely .	0.15073843239905135	True	True
541	She bit her lip .	0.25088460523829054	True	True
542	Her head on one side , she bit on her lip , looked up at the waiting face above her , then said in a not too certain tone , ‘ Eeh , let me think .	0.07806853567323953	True	True
543	Merrill bit her lip .	0.226721185273856	True	True
544	She removed the wrapping from her supper , then stopped , biting her lip thoughtfully , tempted to lead Luke on a little , to let him worry .	0.12929971158389128	True	True
545	She bit her lip , nodding .	0.2071511037538393	True	True
546	His white teeth bit into his lower lip , and he appeared to be considering his reply .	0.2108967501023829	True	True
547	He bit at his lip and swallowed again .	0.23925138002765373	True	True
548	She bit her lip .	0.25088460523829054	True	True
549	She bit her lip .	0.25088460523829054	True	True
550	She bit her lip in confusion , alarmed at the wash of warmth in her body .	0.1817595594704491	True	True
551	She bit her lip .	0.25088460523829054	True	True
552	She bit her lip .	0.25088460523829054	True	True
553	Meredith bit her lip .	0.23504617712739764	True	True
554	She bit her lip , trying to shut out the doubt that was creeping through her mind like a seeping disease .	0.17609800016814242	True	True
555	Mandeville bit his lip .	0.25805290466146247	True	True
556	Emily bit her lip , the girl was obviously in touch with Craig , perhaps they were even living in the same house .	0.13856520257427746	True	True
557	Emily bit her lip , ‘ I did n't know , my father has n't said anything to me . ’	0.04436818691859003	True	True
558	She bit her lip , she must avoid financial ruin at all costs , what did she have that she could sell to raise money ?	0.13418536081149052	True	True
559	The housekeeper bit her lip .	0.23984413325483628	True	True
560	William bit his lip .	0.231168476896127	True	True
561	Anger surged through Emily and she bit her lip hard to stop the rush of bitter words .	0.17468990046092664	True	True
562	‘ Oh , blimey , ’ she said , and bit her lip .	0.04436818691859003	True	True
563	He stopped abruptly , biting his lip .	0.21889544905255492	True	True
564	She bit her lip , the significance of what she was seeing sinking home like a jagged knife between her ribs .	0.1799835843989678	True	False
565	The words came out without thinking , and Folly bit her lip .	0.19864803603656325	True	True
566	Rachel bites her lip , and frowns at me as she hands over her chit .	0.17579241046824176	True	True
567	Her stomach swooped at the grudging respect in his voice and she bit her lip unhappily , but her gaze fell on Katarina 's tumbled hair and she faced up to him again .	0.14795369704824424	True	True
568	She bit her lip , crumpling the note in her hand , and into her eyes came a look so desolate that Taggy 's heart contracted .	0.15390861900103353	True	True
569	She bit her lip .	0.25088460523829054	True	True
570	Lisa bit her lip .	0.24419188908880066	True	True
571	Merrill bit her lip , fingering the envelope in her handbag containing the last of Elise 's unpaid bills — for an elm chest , a beautiful piece of furniture bearing Woodline Design 's distinctive label .	0.04436818691859003	True	True
572	Gina bit her lip as her sister 's anguished sobs echoed over the line .	0.1642973731658795	True	True
573	Probably because she never had a father at home to look up to — ’ She broke off , biting her lip , knowing she was saying too much and ashamed at her loquacity .	0.04436818691859003	True	True
574	She bit her lip , caught between natural caution and an untypical desire to live dangerously .	0.16954885604755546	True	True
575	She paused , biting her lip .	0.21852371080378827	True	True
576	She bit her lip .	0.25088460523829054	True	True
577	The child let out a howl of fright , pushing at her hand , and she blinked hard , biting at her lip , starting suddenly as she became aware of the figure suddenly standing beside her .	0.13503488639999744	True	False
578	Theodora bit her lip to restrain her grin .	0.23010228056667226	True	True
579	Trailing lamely off as she belatedly realised that Leo did n't know about the conversation she 'd had with his sister , she bit her lip .	0.21888641944300655	True	True
580	Biting her lip hard to prevent herself screaming at him to stop sitting there like some damned great Buddha she busied herself finding soap powder for the machine , and in her agitation knocked the packet over , spilling powder all over the floor .	0.20001757999943812	True	False
581	Biting her lip , she said in a stifled voice .	0.2763006136365201	True	False
582	Well , it 's only been a … ’ she began , then hastily broke off , biting her lip .	0.04436818691859003	True	True
583	‘ I 'll do my best , ’ I said , and then I made her bite her lip in vexation for I said with a smile , ‘ And I 'll tell him you 're all in favour , if I may . ’	0.04436818691859003	True	True
584	Faye nodded seriously , biting her lower lip .	0.23509830006111923	True	True
585	Belinda bit her lip .	0.23602760966197195	True	True
586	She bit her lip and turned away from the older nurse .	0.1671383850014336	True	True
587	Gaveston bit his lip .	0.25805290466146247	True	True
588	He remembered that ghastly hunt across the fields at Woodstock and bit his lip at the despair he felt .	0.16100329850289744	True	True
589	Athelstan bit his lip , cradling the blackjack in his hands , enjoying its coolness .	0.1748268414521203	True	True
590	Athelstan bit his lip .	0.25805290466146247	True	True
591	The coroner grinned evilly , biting his lower lip with his strong , white teeth .	0.20053504728533073	True	True
592	She bit her lip .	0.25088460523829054	True	True
593	She bit her lip , knowing that the core of his argument was true .	0.16326837187744106	True	True
594	She was biting on her lip , distressed , frowning at him under her fringe of red hair .	0.20905742495641294	True	True
595	Leonora giggled , then bit her lip , eyeing him anxiously .	0.20718473322296208	True	True
596	‘ Do n't snap at me ! ’ she retorted instantly , then bit down hard on her lip .	0.07779771508921907	True	True
597	He shifted in his chair , biting his lip .	0.22771064919456882	True	False
598	Pertwee bit his lip and looked down at his knees .	0.20554414528180703	True	False
599	Something tugged inside her , and , biting her lip , she turned away .	0.15963868575020781	True	True
600	The boy smiled faintly , and then bit hard on his lips and gnawed the smile away .	0.1805778245523914	True	False
601	‘ I held it and it was biting my lip and kissing my face … ‘	0.047255818183088744	True	True
602	His natural instinct is to make Ali laugh : today he has to settle for biting his lower lip and gazing warily back and forth between Ali and his nurses .	0.1846092870524821	True	True
603	She bit her lip over the length , but there was little she could do about it .	0.17148938671209887	True	True
604	Paige bit her lip .	0.2430625804831837	True	True
605	Still the old man hesitated , biting his lip .	0.20256822358648285	True	True
606	The slow discovery of her body sent waves of longing coursing through her until she had to close her eyes and bite her lip .	0.23755591762884737	True	True
607	She bit her lip , suspecting a double meaning in his tone .	0.18741988809410462	True	True
608	He bit his lip , clenching his fists .	0.2031637762794758	True	False
609	She bit her lip , steadying herself .	0.1822863644132922	True	True
610	She bit her lip instantly , regretting her outburst as much as she regretted ever catching his gaze at that ill-fated cocktail party .	0.16953834387385286	True	True
611	Lachlan was on his feet , towering over Marion Aluinn biting her lip apprehensive between them .	0.1732377150629794	True	True
612	She bit her lip .	0.25088460523829054	True	True
613	She bit her lip painfully , turning away from his searching eyes .	0.18643606637588375	True	True
614	His hand ran lightly over her breast and Ruth bit her lip with ecstasy as her nipples engorged with desire and anticipation .	0.20753285009914912	True	False
615	Biting her lip , Ruth tightened her arms about his neck and buried her face in his shoulder .	0.2552897367133279	True	False
616	She closed her eyes and bit her lip and said a silent prayer to be released from this hell .	0.19142951469868646	True	True
617	My father , torn between allegiance to The Wife or the Monarch , remained standing to attention , biting his stiff upper lip .	0.2287687208857949	True	True
618	Her face flushed and she bit her lip .	0.25458832628066563	True	True
619	I bite my lip .	0.24972578956276908	True	True
620	She bit her lip and knew that she deserved such punishment .	0.18100272737607956	True	True
621	Her teeth bit hard into her lower lip .	0.2963546449779158	True	False
622	Ruth bit her lip and stared at him , not knowing what to say or do .	0.15752091332791224	True	True
623	Luch bit her lip .	0.27659306651059057	True	True
624	She nodded , then bit her lip .	0.23257483281738578	True	True
625	She started to argue , stammered , bit her lip .	0.20441059879039003	True	True
626	She bit her lip and kept her peace , and even made them cups of tea with the same grace that her mother had demonstrated in the dark hours of the night .	0.16863935200784566	True	False
627	Of course , the servants ' hall at Darlington Hall , like any servants ' hall anywhere , was obliged to receive employees of varying degrees of intellect and perception , and I recall many a time having to bite my lip while some employee — and at times , I regret to say , members of my own staff — excitedly eulogized the likes of , say , Mr Jack Neighbours .	0.047255818183088744	True	True
628	Virginia lay for a few more seconds , biting her lip and wriggling as each fresh , lascivious moment relentlessly came back to her .	0.14437043965175791	True	True
629	She bit her lip and closed her eyes and prayed that she and Steve would somehow resurrect what they had had in Seville as she and Fernando had done .	0.15884307006789658	True	True
630	She bit her lip , took a deep breath , and spoke .	0.16982433984423706	True	True
631	He looked at the audience and bit his lip .	0.21010295524747036	True	False
632	She broke off and bit her lip .	0.2427932843617029	True	True
633	She had to satisfy herself with biting her lip and plotting revenge on that red-headed menace who was always disrupting somebody 's life .	0.1537300750590491	True	True
634	‘ Hi , Char , ’ he said , straining so hard for a deep man-of-the-world note that Charity had to bite her lip to keep from laughing .	0.04436818691859003	True	True
635	Biting her lip , she looked away from his dark , probing eyes , hating the obvious bitterness in her own voice .	0.20281889159607455	True	True
636	She broke off to bite her lip .	0.2507612668563635	True	True
637	‘ Everyone except you , I suppose ! ’ she shot back accusingly , then bit her lip wearily , recognising her own tactics for what they were .	0.04436818691859003	True	True
638	Well aware that Candy was fishing , Rory shook her head just a touch too decisively , then bit her lip .	0.23423256843325463	True	True
639	‘ Do n't be ridiculous , ’ she said adamantly , then bit her lip .	0.04436818691859003	True	True
640	‘ Yes , of course it does ! ’ she all but yelled back , then bit her lip .	0.04436818691859003	True	True
641	She bit her lip as his expression turned glacial all over again .	0.1916466826150552	True	True
642	The air left Penry 's lungs with an audible hiss as he helped disentangle her , his square white teeth biting into his lower lip when she stood naked in front of him , hands behind her back as she eyed him diffidently .	0.18663594660690033	True	True
643	She broke off to bite her lip .	0.2507612668563635	True	True
644	Catherine bit her lip , and looked away .	0.1704272899849696	True	True
645	Rory bit her lip , appalled at her own lack of discretion .	0.16438716813760348	True	True
646	She trailed off , and bit her lip .	0.2378097309710767	True	True
647	‘ It is , ’ she agreed , then bit her lip , only seeing the trap he 'd set for her when she 'd already tumbled straight into it .	0.04436818691859003	True	True
648	Caroline bit her lip to keep from telling him how wrong he was .	0.1728525346819513	True	True
649	Bartholomew … ’ the girl repeated , biting her lip ‘ …	0.04436818691859003	True	True
650	Benedicta bit her lower lip to stifle her laughter .	0.2313960943206406	True	True
651	He bit his lip and looked into the remorseless , even flames .	0.15094293656636126	True	False
652	He had tried to remain calm but still seethed with fury at Maude 's continued intransigence in the face of his pleadings and questions : her only answer would be to bite her lip , shake her head and turn away in floods of tears .	0.15085327710912586	True	True
653	Ruth bit her lip and slammed the glasses over her eyes .	0.21341853993414603	True	False
654	Frau Nordern bit her lip in vexation .	0.21930786851557735	True	True
655	Crim slipped on the ice and fell on his backside , cursing so loudly Athelstan had to bite his lip to keep his face straight .	0.19719347717293537	True	True
656	Lawler looked at the person who 'd spoken , then bit his lip .	0.2026559022794484	True	True
657	Grimly she bit her lower lip .	0.2761080287234831	True	True
658	She bit her lip fiercely .	0.23980159638385934	True	True
659	She stood on what she judged to have been the centre of their cottage and , fearfully biting her lip , gazed about her .	0.16184502989106525	True	True
660	‘ Not my usual brash and brassy self , you mean ? ’ she shot back bitterly , then bit her lip .	0.04436818691859003	True	True
661	Rory bit her lip , appalled at her own lack of forethought .	0.16648221788700435	True	True
662	He bit lightly at her lower lip .	0.2911752984760008	True	False
663	Morgan waited while his own case was processed , biting his lips .	0.22735122268344746	True	True
664	She twisted her mouth in a cry of sheer ecstasy and bit hard on her lip .	0.2883668214806278	True	False
665	He bit his lip then added conversationally , ‘ I 've never really known why it 's called ‘ cuffing ’ pneumonia . ’	0.036891525025281625	True	True
666	‘ Ah , but would I fill out in the right places ? ’ she said rashly , then bit her lip as Penry eyed the places in question with a deliberation which brought colour to her face .	0.04436818691859003	True	True
667	Tears were dangerously near the surface , and Juliet bit her lip to keep control .	0.18868131066864052	True	True
668	Biting her lip with worry , and trying not to give way to her feelings of fear and trepidation , she looked up quickly as the door opened .	0.18960617632512736	True	False
669	Then she bit her lip as he laughed .	0.2148598005001859	True	True
670	She bit her lip .	0.25088460523829054	True	True
671	Amy was biting her lip and trying not to laugh .	0.19880858259355175	True	True
672	She stopped and bit her lip , then , seeing Sophie 's colour rising , she added , ‘ Edward told me that he had seen you and Robert kissing out on the balcony . ’	0.04436818691859003	True	True
673	She bit her lip , unable to remind him that they were hardly on speaking terms .	0.1603536834810572	True	True
674	The thought made her smile wryly , then she bit her lip as she caught a puzzled glance from Robert .	0.13618055167253607	True	True
675	Did you bite your lip ?	0.30108253087049364	True	True
676	She lifted her hand and touched his cheek , still damp where the tears had tracked , and bit her lip hard to hold back her own tears .	0.1670153008383173	True	False
677	She bit her lip , wondering if she had gone too far , then she said curtly , ‘ Work it out for yourself . ’	0.04436818691859003	True	True
678	She bit her lip as she saw a quick glance pass between Joanna and Helen .	0.15463662402214365	True	True
679	The bee had got into a sandwich , and bit him on the lip when he began to eat .	0.2169092078179401	True	True
680	Irene bit her lip .	0.22000948991491626	True	True
681	She gazed across the room at the door he kicked shut behind him , biting her lip .	0.2348812652670441	True	False
682	Leonora sat up , swinging her feet to the floor , biting her lip against the inevitable throb from her temple .	0.17769683595111624	True	False
683	She bit her lip , and played with a button on the chair .	0.17363126154156683	True	False
684	He bit his lip but stood his ground .	0.21502085848538738	True	False
685	She bit her lip .	0.25088460523829054	True	True
686	She bit hard into her lower lip .	0.2970384475239919	True	True
687	She tipped her head up and looked at the sky , biting her lip .	0.23245227261146914	True	False
688	Leonora bit her lip in remorse .	0.20375227465720636	True	True
689	Biting her full lower lip hard between her teeth , she crossed her arms quickly over her breasts , but not before the glimmer of recognition in Guy Sterne 's enigmatic eyes .	0.2725392061390843	True	True
690	‘ Go on , ’ he prompted softly , as she bit her lip .	0.04436818691859003	True	True
691	Do not think , he wrote , biting his lips in concentration , bending low over the page , blinking to keep the sweat out of his eyes , do not think that it was ever far from my mind .	0.13901565288136764	True	True
692	She had the woman stripped and covered with a blanket in moments , and bit her lip to contain her anger .	0.16781780930556775	True	True
693	Virginia bit her lip , caught Lucy 's placatory smile , and took a deep breath .	0.1693937320265538	True	True
694	Less than an hour later , at Bath , the strain of running the campaign as party chairman only to lose his own seat is painful to see in the face of Chris Patten , who bites his lip .	0.18523845448091822	True	True
695	She bit her lip .	0.25088460523829054	True	True
696	‘ Go to hell ! ’ she whispered bitterly against his mouth , and when he refused to stop she bit hard into his lower lip .	0.06774309458466149	True	True
697	She buried her face against the pillows , biting hard into her lower lip to keep from begging .	0.21649083666444174	True	True
698	She stopped and bit her lip , too innocent and inexperienced to know how to override his scruples , and too embarrassed to admit that , bruised or not , she wanted his lovemaking .	0.1251408934162113	True	True
699	She bit her lip hard as cool sun lotion was smoothed on to her hot skin .	0.23098140530283875	True	True
700	What a pleasant manner can not do is bridge the social gap , not in class but in age .	0.24307196602350287	True	True
701	In this case , the addresser , the message sender , has made unwarranted assumptions about the extent to which the same schematic knowledge is shared by the receiver , and leaves too many gaps , or gaps too broad to be bridged .	0.31740955927360553	True	True
702	The profession will have to take positive steps if it is to make any progress in bridging the expectation gap .	0.23206942793426175	True	True
703	She also notes ways in which installations , referencing and drawing upon the mass media and a range of other cultural sources , tend to bridge the gap between fine art and popular culture , thereby challenging the idea of the single fixed meaning and , indeed , conventional assumptions involved in the ‘ making sense ’ of visual imagery .	0.06986383773283958	True	True
704	To bridge the gap by raising taxes would mean painful choices .	0.23626405275260243	True	True
705	There are some signs that the market is itself seeking to bridge this gap between ownership and control .	0.16663898951107642	True	True
706	Expectation gap can be bridged	0.8715379145720162	False	True
707	In the past that gap was bridged by the commercial banks who , in effect , took from the strong ( which included themselves ) to give to the weak .	0.17454054952257897	True	True
708	To help bridge the gap , in February a congressional commission recommended broader access to the tax-exempt market for infrastructure projects involving some private control .	0.22530850447959735	True	True
709	By the same token , though , the new acts have not done much to bridge the gap between pop and country , either .	0.19422687829935784	True	True
710	The book will be useful reading for anyone seeking to bridge the gap between data and theory in ecology .	0.22334818812964025	True	True
711	If Mrs Gould could bridge the gap with a foot in both camps , the two men must inevitably have begun to polarise themselves from one another .	0.21364376730974927	True	True
712	This gave him an invaluable insight into the boardroom and helped to bridge the gap between financial controller and finance director .	0.19036615641423255	True	True
713	They can articulate the instincts of dissidents in the language of the academy , and suggest ideas that bridge the gap between instinct and policy .	0.21942751443623895	True	True
714	He knows , too , how to bridge the gap between these two sorts of Democrat , old and new .	0.17451299118414518	True	True
715	Its two exposure drafts on Going Concern and Auditor 's Reports on Financial Statements , issued in May , marked the start of a determined effort to bridge the expectation gap both by explaining auditors ' responsibilities to the users of accounts and by extending those responsibilities , particularly in relation to the going concern problem .	0.19169695300017667	True	True
716	But the APB can not bridge the expectations gap on its own .	0.2171013184348488	True	True
717	The gap would have to be bridged with supply by sea .	0.3084820536515386	True	True
718	Unlike many of the other Community programmes , DELTA concentrates exclusively on technology and it does so in the knowledge that it is technology rather than social/educational concerns that will bridge the yawning gap between training needs and training provision in the 1990s and beyond .	0.2027531433952785	True	True
719	The Future Development of Auditing , issued by the Auditing Practices Board , is the most important attempt to bridge the expectations gap that has ever been made by the British profession .	0.19233863603504875	True	True
720	It 's not surprising then that the $4.5 billion Tandy empire has bridged this fundamental computing gap by buying Victor Technologies , who date back to the inception of the PC .	0.18373226679595345	True	True
721	If , over the last five years X/Open has been providing specifications for ‘ open systems plumbing , ’ bridging the gap between vendor products and user requirements , the introduction of XPG4 , X/Open hopes , will see it re-cast as a ‘ standards integrator . ’	0.06986383773283958	True	True
722	The purpose of this body would be to bridge the gap between the professions and the community to bring about a coordinated , coherent response to the issue .	0.19257133775728016	True	True
723	This situation is not acceptable and the success of any scheme to provide legal services to the public should be judged on its ability to bridge this gap by involving lawyers in the resolution of all matters that require their assistance .	0.1709134956183807	True	True
724	Fortunately , the Scottish Rugby Union bridged the gap by serving the party with tea , and the hospitable Heriot 's club followed that up with something a little stronger .	0.18695155122212578	True	True
725	In our arrangement no amplifications have been made , the arpeggios being sufficiently widespread to bridge the gap between melody and bass .	0.2221209692368675	True	False
726	Perhaps self-belief does n't allow them to bridge that gap . ’	0.05342362265548505	True	True
727	Hockey : Bucks set to bridge the gap	0.7120642422745072	False	False
728	Whatever the precise levels are , there seems to be no sense in which the earnings gap is bridged by higher non-monetary rewards in small firms .	0.2047492904997813	True	True
729	But despite the risks , for a man of ambition and determination the reward was ample ; for a prévôté might bridge the gap between the upper peasantry and the lower echelons of the aristocracy .	0.06986383773283958	True	True
730	Instead of rapidly expanding the ranks of the Party , it threatened , in their view , to reduce them ; instead of bridging the gap between a party dominated by members of the intelligentsia and the working masses , it threatened to institutionalize that gap .	0.20960101198236178	True	True
731	He can honestly claim to have been a righteous servant of God ; in verse 16 he writes of his service being like that of a priest , who bridges the gap between God and man , and who presents a sacrifice to God as part of the priest 's duties and privileges .	0.1382396793912639	True	True
732	The Church of Scotland has called on all Scottish authorities to follow Lothian 's example and provide extra cash to help bridge gaps in community care provision .	0.12394974654166514	True	True
733	It is calling for a public education campaign to bridge the gap and help people prepare for caring in advance .	0.2108327939924425	True	True
734	An Interest Paying Current Account provides a range of benefits which bridge the traditional gap between a Personal Current Account and a Savings Account , including interest on credit balances and free banking as long as the account is no more than £100 overdrawn .	0.05701799187397104	True	True
735	Designed to bridge the gap in the market between basic domestic dimmers and the more technically complex and expensive systems , the range is currently used for prestige commercial and architectural lighting .	0.22183462770006132	True	True
736	Supposed to bridge the gap between breast milk and doorstep pints , these are basically the ‘ hungry baby ’ formula with added iron and vitamin D , and can be used from six months on .	0.06986383773283958	True	True
737	He hopes that the cohesion and character which England have shown for most of the last 11 months will bridge the gap in sheer talent which will continue to separate the two teams .	0.2197244983330559	True	True
738	It seeks to bridge the gap between the scientific and technical aspects of their occurrence and extraction and their socio-economic impact , both in Britain and worldwide .	0.2171978570953967	True	True
739	Changes in auditing practices might be needed to bridge an ‘ expectations gap ’ about the role of auditors .	1.0	False	True
740	Is there a means of bridging the gap between knowledge and morality that avoids the problems of Kant 's recourse to the aesthetic but also resists Lyotard 's argument that the two are simply incommensurable ?	0.1737997026638036	True	True
741	We shall not bridge that gap with particle accelerators in the foreseeable future !	0.19733106082018315	True	True
742	Noticing that up to 80% of its workstation users have eschewed the use of complex and expensive configuration management tools in favour of basic Unix utilities such as SCCS ( source code control system ) , SunPro says Teamware is designed to bridge the gap between the two extremes .	0.24984826344932462	True	True
743	Card players bridge gaps	0.5861390139529403	True	True
744	Police to bridge ambulance gap .	0.3122437114484992	True	False
745	Can the family provide the environment for bridging the gap in the interests of the child 's personality ?	0.1889647277375124	True	True
746	The course provides opportunity for : ( i ) graduates from African , Asian , and Pacific backgrounds to undertake advanced study of Christianity directly related to their own setting ; ( ii ) persons who have worked , or who expect to work , in cross-cultural situations to examine the religious context in which they operate , or to reflect constructively on their experience ; ( iii ) prospective candidates for research involving cross-cultural or inter-religious study who do not have specialised training in these fields , to bridge the gap between previous academic study and the new material .	0.17399170159239769	True	True
747	They bridge the gap between the desire of lenders to be able to get their money back quickly , and the desire of borrowers to borrow for a long period .	0.20906999559494574	True	True
748	The approach for bridging this gap is frequently called a strategy .	0.1995140680610829	True	True
749	Apple Computer , Inc. in the States is claimed to be the world leading computer manufacturer , and in January 1992 , they advocated a prospect and development for ‘ PDA ( Personal Digital Assistant ) ’ information devices of a new category which would bridge the gap between the current personal computers and consumers electronics .	0.06986383773283958	True	True
750	Phased out by 1980 , they used to bridge the gap between the maintained and independent sectors , being grammar schools which took fee-paying pupils but also provided free places for able children from poorer homes who were financed by a direct grant from the government .	0.21776815103291514	True	True
751	The information gap between executives and shareholders would be bridged by employing an independent , outside consultant to study how the firm is being run and whether the strategy is correct — a five-yearly management audit .	0.0724587850374823	True	True
752	Newshounds bridge the gap	0.8417072024928144	False	True
753	In its nine chapters and 234 pages it clearly bridges the gap between psychological theories and nursing practice .	0.22907374961053484	True	True
754	A report published today by the Audit Commission says local authorities are fighting a losing battle to bridge the gap between supply of and demand for rented accommodation .	0.19911927504322022	True	True
755	‘ Writing is not just a means of passing on information but it also bridges gaps of misunderstanding and can help establish good ecumenical relations . ’	-0.007016031651785889	True	True
756	Bridge that gap with over-wintering onion sets , ready to eat from May to July .	0.28814653768265985	True	True
757	One album that is sure to bridge the generation gap and be near the top of the charts by the time Santa hitches up his sleigh to Rudolph and friends is 25 Years — The Chain ( WEA ) , an anthology covering the career of Fleetwood Mac .	0.06729633694965557	True	True
758	The housing directory will help bridge this gap — although the proposed legal aid cuts do cast a cloud over this .	0.025329496595441935	True	True
759	A ROLLS Wood Group team which is looking into internal communications as part of a Total Quality Management Programme found that an in-house newsletter would be useful in bridging the communications gaps .	0.28035715129049993	True	True
760	Over a stretch of muddy field … she had to bridge the gap — decide .	0.06986383773283958	True	True
761	It is interesting in view of the above dates that the PCBCR scheme did not undertake the task of bridging the gap to the Leominster & Kington Railway .	0.24601741205499145	True	True
762	Poland and the Russian Federation signed a trade agreement on Sept. 4 to bridge the gap caused by a sharp fall in exports to the Soviet Union , formerly Poland 's main customer until the two countries began trading in hard currency in January and the Soviet side was unable to pay for most of its purchases .	0.1958277649892221	True	True
763	The Arts Centre was planning to promote local-based talent and bridge the gap between pub gigs and the 3,000 capacity Hummingbird venue .	0.22108808380021627	True	True
764	Bridging the gap	1.0	False	False
765	If you are fortunate enough to live in an area where the local district health authority ( DHA ) has a positive and dynamic recruitment policy , then bridging the gap between jobs will be high on its list of priorities .	0.21668442538792032	True	True
766	This is the 31st LINK programme ; LINK provides assistance to help ‘ bridge the gap ’ between the research base and industry by stimulating collaborative projects in key areas of science and technology .	0.06986383773283958	True	True
767	And he urged the heads to think how they could bridge the gap between Britain 's best and worst schools .	0.20731032363373578	True	True
768	I strongly urge the Under-Secretary to look closely at the recommendation that the personal allowance should not be used as a contribution to bridge the gap between the charges and the benefits .	0.2220970970184777	True	True
769	An attempt will be made to identify best practice , to help bridge the gap between theoretical prescriptions and practical modelling procedures .	0.20975072670931696	True	True
770	An acquisition strategy should be formulated to bridge the gap between corporate objectives and the company 's existing capability to achieve those objectives .	0.2171846481953092	True	True
771	An earnout may enable the purchaser to bridge the gap between both parties ' price expectations , with the assurance that a higher price will only be paid if projections are achieved .	0.19198052958119044	True	True
